p_name	l_partkey	c_name	o_orderkey	n_name
2223168	brown rose midnight tomato sienna	180972	Customer#000132625	Supplier#000008527
2228071	khaki puff navajo dodger rosy	13919	Customer#000014944	Supplier#000006421
2228071	slate peach burlywood seashell goldenrod	11662	Customer#000014944	Supplier#000006665
2228071	saddle dim chartreuse salmon blanched	53601	Customer#000014944	Supplier#000008612
2228071	lawn navajo slate gainsboro rose	63798	Customer#000014944	Supplier#000003799
413762	medium blanched firebrick sienna cornflower	151278	Customer#000144688	Supplier#000006309
509539	cornflower papaya drab coral ivory	143894	Customer#000140866	Supplier#000001437
884673	antique goldenrod dim ghost floral	199922	Customer#000068108	Supplier#000007480
1497766	goldenrod smoke hot midnight pale	198338	Customer#000037952	Supplier#000008339
2000131	lavender plum deep light lime	151879	Customer#000131099	Supplier#000001880
2000131	floral chocolate azure moccasin light	10199	Customer#000131099	Supplier#000002701
5092357	drab red grey lace sandy	176423	Customer#000123217	Supplier#000008941
3872580	beige misty coral burlywood bisque	135714	Customer#000132635	Supplier#000000741
3872580	honeydew orchid goldenrod floral lemon	147904	Customer#000132635	Supplier#000005447
2220512	cornsilk burnished peru indian papaya	75739	Customer#000046528	Supplier#000003261
2647431	navajo brown black coral aquamarine	173090	Customer#000010282	Supplier#000003091
2647431	chocolate floral chartreuse black forest	116998	Customer#000010282	Supplier#000004532
2647431	lavender snow maroon light tomato	75933	Customer#000010282	Supplier#000008441
2699520	smoke coral chocolate sandy light	84580	Customer#000119966	Supplier#000009597
2699520	plum blanched honeydew gainsboro linen	133214	Customer#000119966	Supplier#000005728
2699520	navajo firebrick pink lavender linen	188446	Customer#000119966	Supplier#000008447
2699520	cornflower indian violet orange moccasin	151530	Customer#000119966	Supplier#000004046
3597604	magenta dodger almond goldenrod chartreuse	55995	Customer#000095857	Supplier#000001006
3699520	firebrick peach dodger mint hot	85852	Customer#000042827	Supplier#000000869
3990465	dim khaki maroon indian honeydew	21605	Customer#000076559	Supplier#000001606
5376902	metallic rose azure powder cyan	172732	Customer#000116726	Supplier#000002733
5423748	khaki cyan peru navajo gainsboro	71166	Customer#000097357	Supplier#000003674
5423748	snow forest seashell navajo blush	191852	Customer#000097357	Supplier#000006891
2756705	gainsboro deep peach smoke beige	177566	Customer#000115841	Supplier#000005118
2756705	dodger burnished medium orchid khaki	150751	Customer#000115841	Supplier#000005782
3152929	turquoise olive indian midnight firebrick	136750	Customer#000016319	Supplier#000009264
3052454	blanched wheat khaki tan navy	70984	Customer#000121546	Supplier#000008506
3052454	sienna midnight saddle mint black	71868	Customer#000121546	Supplier#000006883
3129127	azure hot burlywood chocolate blush	8913	Customer#000013064	Supplier#000006414
3129127	lemon ghost saddle rosy smoke	31835	Customer#000013064	Supplier#000004339
5692065	azure cornsilk tomato antique slate	106521	Customer#000077987	Supplier#000006522
5692065	antique puff goldenrod frosted magenta	185625	Customer#000077987	Supplier#000003180
5943781	drab cornsilk pink orchid sandy	156786	Customer#000139240	Supplier#000001817
3605985	royal blush lavender puff salmon	45390	Customer#000055309	Supplier#000002903
3605985	antique powder steel slate almond	62441	Customer#000055309	Supplier#000009960
3699520	floral sandy plum blanched gainsboro	189179	Customer#000042827	Supplier#000009180
217541	moccasin almond firebrick midnight aquamarine	162763	Customer#000004765	Supplier#000007796
291941	sienna sky medium orange mint	16782	Customer#000095069	Supplier#000009284
748896	cream white thistle lime cyan	152918	Customer#000058093	Supplier#000000464
748896	mint salmon drab pale deep	35513	Customer#000058093	Supplier#000005514
5984582	burnished blush indian forest mint	175949	Customer#000096103	Supplier#000005950
122596	seashell chocolate peach forest firebrick	22812	Customer#000009835	Supplier#000005315
122596	gainsboro green sienna chocolate azure	195716	Customer#000009835	Supplier#000000755
122596	firebrick pink blush cornflower purple	183770	Customer#000009835	Supplier#000001325
851200	navy metallic orchid black dodger	97501	Customer#000061201	Supplier#000002520
3990465	sandy frosted azure khaki spring	92548	Customer#000076559	Supplier#000005058
4423744	chiffon goldenrod olive green dodger	181894	Customer#000050605	Supplier#000004413
4423744	dodger lavender antique puff dark	144495	Customer#000050605	Supplier#000007010
4465862	powder light white slate frosted	72564	Customer#000012070	Supplier#000000086
4267751	royal powder slate moccasin pale	186585	Customer#000107590	Supplier#000009104
4267751	indian burnished khaki lime midnight	183164	Customer#000107590	Supplier#000005683
4691203	almond mint lavender linen pale	100519	Customer#000104287	Supplier#000005540
4691203	chiffon lime maroon papaya navy	75981	Customer#000104287	Supplier#000003503
631651	orchid lace saddle cream powder	190825	Customer#000008936	Supplier#000000826
631651	grey lawn magenta ghost orange	178985	Customer#000008936	Supplier#000006537
972901	snow turquoise wheat blanched gainsboro	84913	Customer#000141100	Supplier#000004914
972901	deep rosy grey goldenrod linen	122449	Customer#000141100	Supplier#000009986
972901	seashell violet cornsilk linen midnight	102834	Customer#000141100	Supplier#000002835
1642179	white snow ivory ghost steel	119363	Customer#000050386	Supplier#000009364
1642179	beige metallic black lawn tan	117552	Customer#000050386	Supplier#000000064
1642179	purple seashell smoke violet navy	164534	Customer#000050386	Supplier#000004535
1459393	gainsboro moccasin green dim black	112864	Customer#000011324	Supplier#000007887
1459393	cornflower azure powder cornsilk floral	86916	Customer#000011324	Supplier#000001933
5042721	burnished blush light hot dodger	72391	Customer#000095293	Supplier#000009913
5042721	violet deep maroon forest salmon	80331	Customer#000095293	Supplier#000000332
2224069	violet burnished snow blanched grey	103315	Customer#000059272	Supplier#000003316
2224069	cornflower violet purple chocolate dark	68763	Customer#000059272	Supplier#000001270
2331200	snow brown medium beige olive	152473	Customer#000020044	Supplier#000004989
2331200	lavender saddle drab midnight rosy	48752	Customer#000020044	Supplier#000008753
1914983	snow gainsboro cornsilk honeydew cyan	111592	Customer#000110848	Supplier#000004104
2854465	thistle sky floral turquoise peru	44827	Customer#000131215	Supplier#000004828
2854465	goldenrod antique smoke navy dark	193814	Customer#000131215	Supplier#000001372
5423748	tomato lavender bisque puff spring	146886	Customer#000097357	Supplier#000004429
5692065	plum forest cornsilk brown rosy	98072	Customer#000077987	Supplier#000008073
5864288	metallic honeydew blue gainsboro blanched	119345	Customer#000001489	Supplier#000004368
5864288	goldenrod light rose pale green	18217	Customer#000001489	Supplier#000005721
5864288	chiffon papaya orange rose plum	159843	Customer#000001489	Supplier#000009844
5678181	light gainsboro medium forest pale	198119	Customer#000112658	Supplier#000008120
5735520	magenta azure floral coral lawn	198808	Customer#000047267	Supplier#000003847
5735520	burnished lace ghost saddle beige	154686	Customer#000047267	Supplier#000004687
5735520	burlywood lemon medium orange peach	190201	Customer#000047267	Supplier#000002721
5852742	purple chartreuse wheat magenta honeydew	82918	Customer#000039478	Supplier#000007935
2756705	yellow snow peach chocolate grey	60939	Customer#000115841	Supplier#000008458
2756705	white dark lime medium metallic	89844	Customer#000115841	Supplier#000002353
2756705	antique thistle cyan cream seashell	197181	Customer#000115841	Supplier#000002220
2841926	linen ghost dim wheat grey	11866	Customer#000142015	Supplier#000009370
3152929	chocolate salmon burlywood linen puff	111981	Customer#000016319	Supplier#000009515
3152929	antique seashell maroon aquamarine tan	62887	Customer#000016319	Supplier#000002888
2493703	burlywood black moccasin orange cornflower	28804	Customer#000083683	Supplier#000003809
2503235	firebrick rose brown dim papaya	137466	Customer#000148061	Supplier#000002493
2704163	honeydew linen brown ghost rose	182088	Customer#000142052	Supplier#000002089
2704163	slate gainsboro coral pale midnight	14594	Customer#000142052	Supplier#000002098
5797411	dodger sienna blush forest honeydew	115815	Customer#000148348	Supplier#000000838
5797411	green light wheat moccasin tomato	55485	Customer#000148348	Supplier#000005486
5797411	royal lime dim ghost slate	15374	Customer#000148348	Supplier#000000377
5832321	burlywood lawn powder purple pale	32115	Customer#000054602	Supplier#000009625
5832321	goldenrod steel ivory slate azure	187774	Customer#000054602	Supplier#000005329
5870759	spring medium red dark floral	71921	Customer#000051688	Supplier#000009443
5870759	saddle chocolate mint royal salmon	40474	Customer#000051688	Supplier#000005483
5951777	powder burlywood mint olive azure	190884	Customer#000099926	Supplier#000003404
922086	drab tomato cornflower olive peach	177782	Customer#000103207	Supplier#000002817
922086	pale mint blanched cream green	49657	Customer#000103207	Supplier#000007170
1003328	coral black grey chiffon spring	50606	Customer#000063749	Supplier#000008122
637575	linen plum firebrick blue green	165278	Customer#000019063	Supplier#000005279
469733	magenta sienna powder plum green	33697	Customer#000014471	Supplier#000006201
809158	coral black steel firebrick mint	101586	Customer#000063994	Supplier#000009117
809158	sky spring azure olive floral	122747	Customer#000063994	Supplier#000005260
1975399	seashell lime salmon cornsilk chartreuse	174990	Customer#000128458	Supplier#000000025
1975399	honeydew peach sky burnished dodger	171769	Customer#000128458	Supplier#000009321
1975399	gainsboro saddle rosy brown firebrick	18576	Customer#000128458	Supplier#000003579
2831680	blush almond ghost grey khaki	130967	Customer#000103721	Supplier#000005994
551136	hot honeydew pale orange beige	47405	Customer#000114586	Supplier#000007406
599105	lawn bisque khaki plum drab	104841	Customer#000136168	Supplier#000007352
748896	khaki blue metallic dodger floral	107771	Customer#000058093	Supplier#000005302
748896	chartreuse puff papaya tan wheat	42045	Customer#000058093	Supplier#000007054
790534	thistle blush violet midnight dodger	35402	Customer#000125776	Supplier#000002912
790534	azure sky drab powder maroon	188936	Customer#000125776	Supplier#000006491
851200	mint light navajo floral chartreuse	181193	Customer#000061201	Supplier#000001194
851200	khaki cornflower olive spring royal	198841	Customer#000061201	Supplier#000003880
942978	royal slate steel black azure	46842	Customer#000074572	Supplier#000001851
942978	olive turquoise bisque cyan burnished	60968	Customer#000074572	Supplier#000000969
942978	saddle moccasin yellow seashell brown	138533	Customer#000074572	Supplier#000006073
915620	ivory papaya chartreuse rosy blush	155954	Customer#000024371	Supplier#000000985
1031427	goldenrod cornflower deep lavender grey	127501	Customer#000111275	Supplier#000007502
1137987	brown blue dark cream deep	92764	Customer#000068609	Supplier#000007783
1382432	drab ivory steel navy chocolate	50482	Customer#000031247	Supplier#000005493
1805824	deep orchid violet pale steel	152955	Customer#000063985	Supplier#000002956
1805824	spring azure smoke orchid seashell	194961	Customer#000063985	Supplier#000004962
2232932	pink hot tomato chiffon puff	182436	Customer#000013940	Supplier#000002437
2971972	dark navajo orange honeydew lavender	143988	Customer#000134032	Supplier#000006503
2971972	slate ghost pale forest honeydew	150947	Customer#000134032	Supplier#000008493
2971972	cornflower blush honeydew khaki light	158857	Customer#000134032	Supplier#000001373
2971972	sienna forest midnight deep frosted	140779	Customer#000134032	Supplier#000003294
3405634	chocolate metallic coral smoke red	188968	Customer#000034483	Supplier#000006523
2894533	saddle midnight linen light forest	129291	Customer#000052873	Supplier#000009292
2894533	red lavender powder lemon tomato	88719	Customer#000052873	Supplier#000006244
1642179	orchid violet pale peach yellow	113425	Customer#000050386	Supplier#000005937
3726885	slate grey midnight deep chiffon	159183	Customer#000115840	Supplier#000006729
3726885	tan drab blanched chartreuse sky	132939	Customer#000115840	Supplier#000007966
4113155	mint white almond yellow hot	191744	Customer#000090490	Supplier#000006783
4113155	plum blanched lace cornsilk lawn	41593	Customer#000090490	Supplier#000006602
1775363	turquoise linen powder green azure	80914	Customer#000111574	Supplier#000000915
1775363	red blush aquamarine peru forest	63828	Customer#000111574	Supplier#000003829
1775363	peach thistle lime cream light	80593	Customer#000111574	Supplier#000003102
2223168	red deep lime drab rosy	175779	Customer#000132625	Supplier#000000814
2223168	sienna chocolate khaki lime blue	72410	Customer#000132625	Supplier#000002411
2228071	ivory lawn pale puff misty	136611	Customer#000014944	Supplier#000001638
2228071	peru blush frosted salmon misty	60919	Customer#000014944	Supplier#000003426
3360065	violet sienna black blue burnished	8705	Customer#000140506	Supplier#000003706
3456515	azure sandy spring seashell forest	183970	Customer#000015518	Supplier#000001525
4576548	cream white misty lime firebrick	98925	Customer#000108931	Supplier#000008926
3360065	sky seashell turquoise cornsilk cream	63356	Customer#000140506	Supplier#000003357
3360065	lime blanched gainsboro sienna misty	20208	Customer#000140506	Supplier#000007715
3360065	burlywood rose hot peru salmon	20899	Customer#000140506	Supplier#000000900
2503235	puff orchid navajo pink lemon	181470	Customer#000148061	Supplier#000001471
2503235	cream lace dark midnight indian	160541	Customer#000148061	Supplier#000003058
2704163	hot navajo black chocolate indian	34961	Customer#000142052	Supplier#000009968
2704163	antique black dark rosy salmon	176636	Customer#000142052	Supplier#000001671
2704163	pink lace peach drab yellow	136718	Customer#000142052	Supplier#000009232
2948355	almond olive lavender lawn firebrick	113270	Customer#000148481	Supplier#000000804
2948355	olive azure drab metallic turquoise	83798	Customer#000148481	Supplier#000006307
2224069	dodger brown cornsilk dim linen	96421	Customer#000059272	Supplier#000001440
2224069	aquamarine royal spring almond floral	136527	Customer#000059272	Supplier#000009041
2224069	bisque cornsilk aquamarine powder seashell	194500	Customer#000059272	Supplier#000007020
2224069	burlywood powder almond indian papaya	156689	Customer#000059272	Supplier#000006690
5611974	cyan forest dodger burnished almond	147828	Customer#000118729	Supplier#000000343
3967937	drab midnight metallic wheat antique	66478	Customer#000109186	Supplier#000003997
4682433	wheat red purple olive hot	118825	Customer#000016207	Supplier#000003848
4682433	chiffon indian deep grey dim	79395	Customer#000016207	Supplier#000001903
4682433	sandy bisque navajo turquoise lawn	190778	Customer#000016207	Supplier#000003298
5044869	brown cream mint chartreuse khaki	46689	Customer#000069796	Supplier#000004202
3052454	frosted firebrick yellow deep smoke	21484	Customer#000121546	Supplier#000001485
4644934	floral khaki brown burlywood indian	27861	Customer#000009770	Supplier#000005368
4644934	black rose pink sky medium	47959	Customer#000009770	Supplier#000005472
5047173	drab lemon peach firebrick sienna	157750	Customer#000035776	Supplier#000007751
5047173	chiffon hot grey sky ghost	88000	Customer#000035776	Supplier#000005525
219426	brown seashell cornsilk navy peach	149250	Customer#000055346	Supplier#000004279
219426	light frosted deep chartreuse turquoise	157834	Customer#000055346	Supplier#000007835
5720000	orchid black lace lemon red	168817	Customer#000135992	Supplier#000003850
5709632	slate gainsboro cyan blush green	125422	Customer#000052516	Supplier#000002959
5709632	cyan tan green orange peru	28658	Customer#000052516	Supplier#000006165
5709632	snow antique gainsboro sandy violet	41829	Customer#000052516	Supplier#000001830
4046689	blush beige almond dim cornsilk	154917	Customer#000008482	Supplier#000007433
95808	blanched mint turquoise snow bisque	176875	Customer#000001045	Supplier#000006876
95808	firebrick powder slate plum lemon	126124	Customer#000001045	Supplier#000003661
95808	forest pink spring cyan misty	158528	Customer#000001045	Supplier#000008529
95808	dim puff linen rosy dark	185686	Customer#000001045	Supplier#000000723
462788	drab cream lace metallic forest	74893	Customer#000027095	Supplier#000009908
462788	cornsilk indian dodger firebrick puff	157076	Customer#000027095	Supplier#000007077
1230080	green chocolate moccasin navy aquamarine	142481	Customer#000100660	Supplier#000002482
1278981	lawn blue khaki chocolate linen	168698	Customer#000147184	Supplier#000008699
1278981	deep coral drab black orange	129847	Customer#000147184	Supplier#000002360
4691203	aquamarine burnished drab blue linen	8870	Customer#000104287	Supplier#000008871
5042721	steel tomato almond orchid blanched	180942	Customer#000095293	Supplier#000005979
4584005	antique lavender lawn violet lace	187723	Customer#000034933	Supplier#000005278
5430977	sky green dim yellow cornflower	97771	Customer#000052840	Supplier#000000281
5430977	drab orange sky black navy	36604	Customer#000052840	Supplier#000001611
5231713	dark rose turquoise blush medium	26897	Customer#000033347	Supplier#000004404
5231713	misty salmon cream peru yellow	63619	Customer#000033347	Supplier#000003620
5501606	brown khaki powder honeydew lemon	64124	Customer#000068000	Supplier#000009137
5501606	yellow snow navajo grey dark	126534	Customer#000068000	Supplier#000004071
5501606	lawn sandy green lavender misty	177288	Customer#000068000	Supplier#000007289
5678181	dim seashell orchid burnished cyan	187851	Customer#000112658	Supplier#000002888
5678181	plum medium magenta beige antique	23842	Customer#000112658	Supplier#000008847
5735520	orchid purple firebrick salmon beige	43792	Customer#000047267	Supplier#000001305
5735520	drab coral midnight misty cornflower	192890	Customer#000047267	Supplier#000000448
5735520	orange rosy lavender brown coral	101770	Customer#000047267	Supplier#000004281
1251844	seashell frosted azure firebrick green	59591	Customer#000096092	Supplier#000002097
1251844	yellow seashell magenta honeydew aquamarine	174804	Customer#000096092	Supplier#000004805
1497766	sandy black slate peru cornsilk	22604	Customer#000037952	Supplier#000002605
1497766	blanched brown cornsilk lawn chiffon	66161	Customer#000037952	Supplier#000008668
1497766	ghost azure puff midnight dodger	157941	Customer#000037952	Supplier#000002972
3152929	honeydew floral grey dodger forest	27174	Customer#000016319	Supplier#000007175
3605985	dark slate honeydew azure lavender	179904	Customer#000055309	Supplier#000004939
3605985	red blue saddle lavender burnished	66571	Customer#000055309	Supplier#000004090
469733	pink tomato green olive saddle	35591	Customer#000014471	Supplier#000005592
469733	peru snow violet grey turquoise	173482	Customer#000014471	Supplier#000006000
3990465	midnight puff magenta chocolate yellow	92782	Customer#000076559	Supplier#000007801
4217668	forest azure wheat sky green	52152	Customer#000052384	Supplier#000002153
4217668	salmon medium bisque aquamarine chartreuse	105911	Customer#000052384	Supplier#000000932
2854465	almond cornflower seashell olive green	147727	Customer#000131215	Supplier#000000242
2854465	white peach blue beige orchid	27671	Customer#000131215	Supplier#000002676
2854465	almond cream spring dodger rosy	58280	Customer#000131215	Supplier#000003291
2854465	chiffon bisque wheat blanched azure	100910	Customer#000131215	Supplier#000008441
809158	coral blanched firebrick cyan thistle	145973	Customer#000063994	Supplier#000005974
809158	indian floral medium orange cyan	154486	Customer#000063994	Supplier#000007002
915620	sky burnished violet white powder	57835	Customer#000024371	Supplier#000002846
915620	lace mint burlywood tomato slate	104136	Customer#000024371	Supplier#000009157
915620	orange black peru grey blush	1416	Customer#000024371	Supplier#000001417
1031427	beige burlywood cream navy navajo	26604	Customer#000111275	Supplier#000001609
5489475	orange honeydew blue antique lavender	171509	Customer#000137446	Supplier#000009061
5489475	puff purple grey slate chiffon	150887	Customer#000137446	Supplier#000000888
5489475	beige chiffon peach magenta tomato	198342	Customer#000137446	Supplier#000003381
2639430	medium grey indian aquamarine thistle	5042	Customer#000120922	Supplier#000005043
2942469	plum chartreuse orchid violet moccasin	82603	Customer#000148885	Supplier#000007620
1232449	chocolate medium drab snow burnished	148735	Customer#000109156	Supplier#000003764
1232449	cornflower tan hot magenta frosted	81868	Customer#000109156	Supplier#000009393
1232449	burnished sky ivory magenta chocolate	165257	Customer#000109156	Supplier#000005258
1232449	lavender light chocolate dodger aquamarine	62913	Customer#000109156	Supplier#000000432
1787271	cornsilk thistle wheat navajo goldenrod	137383	Customer#000091780	Supplier#000002410
3583616	azure pale black ivory salmon	39718	Customer#000059359	Supplier#000002222
1310209	white wheat cyan violet grey	31831	Customer#000019063	Supplier#000009341
1310209	almond mint cornflower light tomato	181301	Customer#000019063	Supplier#000003820
1310209	slate blue antique blanched white	32194	Customer#000019063	Supplier#000004698
2705538	snow dark lime cream burnished	131507	Customer#000107167	Supplier#000004021
2705538	firebrick lavender ivory hot dim	190477	Customer#000107167	Supplier#000005516
2745894	orange light purple ghost thistle	173077	Customer#000064483	Supplier#000003078
2745894	firebrick puff cyan almond drab	149292	Customer#000064483	Supplier#000004321
2745894	cornsilk plum cornflower peru light	139176	Customer#000064483	Supplier#000004203
2869152	sky papaya purple dodger goldenrod	38572	Customer#000117919	Supplier#000003579
2869152	rose navy red slate frosted	42251	Customer#000117919	Supplier#000004756
2820355	floral chiffon chartreuse yellow gainsboro	51979	Customer#000139985	Supplier#000009495
2820355	mint blush lavender black chocolate	194390	Customer#000139985	Supplier#000006910
2820355	lawn blanched khaki turquoise cornflower	112322	Customer#000139985	Supplier#000004834
2820355	gainsboro spring papaya pale burlywood	194687	Customer#000139985	Supplier#000009726
5007490	ghost light midnight drab orchid	114093	Customer#000066098	Supplier#000004094
5007490	rose tan hot orange gainsboro	60383	Customer#000066098	Supplier#000000384
1775363	ivory bisque papaya magenta forest	153199	Customer#000111574	Supplier#000005715
1775363	chiffon metallic cornsilk slate mint	945	Customer#000111574	Supplier#000005946
2223168	antique rose burlywood chartreuse purple	184859	Customer#000132625	Supplier#000007378
2228071	lemon drab cornsilk cyan navy	187985	Customer#000014944	Supplier#000003022
3311840	hot royal lawn lemon chartreuse	102700	Customer#000037738	Supplier#000005211
3537126	lemon honeydew rose brown royal	119500	Customer#000078448	Supplier#000007034
3967937	lime drab cornsilk orchid coral	97928	Customer#000109186	Supplier#000000438
3967937	lawn salmon mint peach olive	93680	Customer#000109186	Supplier#000006190
2503235	chartreuse cornsilk tan lace lime	51155	Customer#000148061	Supplier#000001156
3307010	green blue pale firebrick pink	57975	Customer#000100810	Supplier#000000481
3307010	chiffon lime hot grey red	185695	Customer#000100810	Supplier#000000732
3456515	mint violet gainsboro turquoise blush	85616	Customer#000015518	Supplier#000000633
3456515	lavender mint metallic yellow grey	131599	Customer#000015518	Supplier#000006626
3456515	azure brown plum rosy black	107530	Customer#000015518	Supplier#000005061
3547139	pale cornflower sky firebrick navy	72962	Customer#000014270	Supplier#000002963
3767271	mint dodger red almond dark	20834	Customer#000015619	Supplier#000008341
3767271	bisque beige moccasin coral chiffon	122626	Customer#000015619	Supplier#000007651
3847463	chartreuse burnished almond magenta misty	93954	Customer#000053270	Supplier#000006464
3847463	burlywood rose almond olive puff	121884	Customer#000053270	Supplier#000009421
3847463	coral grey navajo chartreuse bisque	132764	Customer#000053270	Supplier#000002765
4044769	cornflower drab cyan metallic dodger	136802	Customer#000002540	Supplier#000006803
4044769	slate tomato burlywood sky hot	15896	Customer#000002540	Supplier#000008398
4044769	white ghost black blanched purple	131744	Customer#000002540	Supplier#000009284
4206947	frosted blush papaya salmon lace	125999	Customer#000017047	Supplier#000006000
4206947	antique blush navajo sandy dim	182686	Customer#000017047	Supplier#000002687
3459808	floral goldenrod drab dark slate	81477	Customer#000131386	Supplier#000001478
4768417	ivory azure navajo linen frosted	83969	Customer#000013261	Supplier#000008986
4768417	cyan seashell white steel chartreuse	41452	Customer#000013261	Supplier#000001453
5709632	antique lace saddle brown forest	162970	Customer#000052516	Supplier#000008003
4046689	bisque navajo forest ghost cornflower	79955	Customer#000008482	Supplier#000007477
4046689	hot beige cornflower peach coral	199328	Customer#000008482	Supplier#000006886
4046689	floral honeydew indian burlywood pink	55545	Customer#000008482	Supplier#000003061
5044869	navy cyan azure yellow almond	164679	Customer#000069796	Supplier#000002228
409924	cream lavender seashell deep almond	137905	Customer#000007565	Supplier#000005445
5720000	indian floral bisque chiffon blue	72699	Customer#000135992	Supplier#000002700
4267751	powder lime cornsilk turquoise khaki	76967	Customer#000107590	Supplier#000006968
4691203	gainsboro burlywood plum beige linen	187891	Customer#000104287	Supplier#000005446
4691203	bisque lavender sky chocolate orchid	74935	Customer#000104287	Supplier#000002457
4791171	papaya magenta burnished beige orange	102972	Customer#000051655	Supplier#000005483
4791171	chiffon frosted peru orange brown	182684	Customer#000051655	Supplier#000007721
1232449	violet sky aquamarine peru dim	184889	Customer#000109156	Supplier#000004890
1232449	coral cream pink sky cyan	141927	Customer#000109156	Supplier#000006956
5692065	gainsboro cream white orange floral	89903	Customer#000077987	Supplier#000004920
5692065	pale blue tan lawn chiffon	196001	Customer#000077987	Supplier#000006002
5692065	pink green royal burlywood maroon	179902	Customer#000077987	Supplier#000004937
5692065	bisque moccasin ghost tomato khaki	2973	Customer#000077987	Supplier#000007974
5864288	black grey sandy lemon cyan	164896	Customer#000001489	Supplier#000002445
5917732	forest aquamarine saddle gainsboro moccasin	163892	Customer#000097498	Supplier#000008925
462788	blush burlywood sandy beige honeydew	119994	Customer#000027095	Supplier#000005017
811074	azure pink brown puff papaya	157894	Customer#000127003	Supplier#000000410
811074	grey red medium tan lavender	119714	Customer#000127003	Supplier#000004737
811074	grey peru wheat royal yellow	8980	Customer#000127003	Supplier#000003981
1055461	deep slate dim cyan floral	33969	Customer#000026615	Supplier#000006473
1055461	papaya lace azure ghost chartreuse	108025	Customer#000026615	Supplier#000008026
1251844	sienna pale rose azure papaya	137340	Customer#000096092	Supplier#000007341
1251844	firebrick floral khaki plum ghost	143996	Customer#000096092	Supplier#000001539
1887649	sky peach violet floral wheat	172431	Customer#000075464	Supplier#000007466
599105	violet cornsilk peach misty chocolate	118498	Customer#000136168	Supplier#000003521
748896	slate almond chocolate beige goldenrod	84789	Customer#000058093	Supplier#000009806
748896	mint sienna red ghost deep	46226	Customer#000058093	Supplier#000001235
790534	yellow blush coral misty black	199750	Customer#000125776	Supplier#000007308
790534	firebrick powder lawn sky sienna	190813	Customer#000125776	Supplier#000003333
790534	chartreuse cornsilk maroon deep puff	35669	Customer#000125776	Supplier#000005670
790534	peru seashell ivory wheat sky	85055	Customer#000125776	Supplier#000007564
851200	thistle papaya spring peach blue	105989	Customer#000061201	Supplier#000005990
1497766	antique turquoise navy thistle orchid	192860	Customer#000037952	Supplier#000005380
1497766	antique lemon grey frosted red	195920	Customer#000037952	Supplier#000005921
1859809	firebrick aquamarine rosy misty chartreuse	73351	Customer#000050237	Supplier#000003352
1859809	powder deep aquamarine cream orange	109601	Customer#000050237	Supplier#000002112
1859809	spring ghost mint puff azure	57903	Customer#000050237	Supplier#000000409
1869860	linen light snow gainsboro chocolate	196659	Customer#000047357	Supplier#000004217
5678181	indian chartreuse burnished linen cream	185754	Customer#000112658	Supplier#000003309
5678181	peru orange dodger ivory blue	165995	Customer#000112658	Supplier#000001028
5678181	plum purple light burnished wheat	67807	Customer#000112658	Supplier#000007808
2454368	indian cream lavender cyan floral	90866	Customer#000051217	Supplier#000000867
2576578	lime ghost goldenrod salmon lavender	158824	Customer#000094546	Supplier#000001340
2576578	smoke dark mint rose papaya	139639	Customer#000094546	Supplier#000004666
2820355	cornsilk maroon puff deep gainsboro	164744	Customer#000139985	Supplier#000002293
2820355	yellow antique royal thistle ivory	164451	Customer#000139985	Supplier#000002000
469733	light salmon medium cyan forest	105278	Customer#000014471	Supplier#000007789
3311840	burnished sienna thistle mint navajo	166074	Customer#000037738	Supplier#000008591
3311840	khaki orange navy honeydew seashell	198864	Customer#000037738	Supplier#000003903
3311840	orchid ivory powder salmon chocolate	176632	Customer#000037738	Supplier#000009150
3360326	dark pale indian light rose	198653	Customer#000041692	Supplier#000003692
3360326	chartreuse indian grey midnight moccasin	149855	Customer#000041692	Supplier#000007398
2808194	cornflower thistle puff burlywood metallic	1334	Customer#000097237	Supplier#000008835
3307010	blue burnished deep misty purple	170861	Customer#000100810	Supplier#000005896
5870759	peru floral tan deep plum	167979	Customer#000051688	Supplier#000007980
5951777	indian royal white orange frosted	89646	Customer#000099926	Supplier#000007171
5951777	chartreuse lace peru linen hot	71402	Customer#000099926	Supplier#000003910
5951777	peach chartreuse honeydew blush cyan	42589	Customer#000099926	Supplier#000002590
5092357	medium pale blanched salmon moccasin	3997	Customer#000123217	Supplier#000006498
5092357	navajo metallic almond thistle drab	137248	Customer#000123217	Supplier#000007249
5092357	goldenrod puff powder peru lemon	110873	Customer#000123217	Supplier#000005896
330275	pale coral cream forest black	172913	Customer#000008011	Supplier#000002914
330275	red black sandy aquamarine coral	138925	Customer#000008011	Supplier#000001439
511744	lemon cream puff pale black	37530	Customer#000093230	Supplier#000000034
809158	medium lemon navajo smoke dark	46237	Customer#000063994	Supplier#000003750
915620	honeydew blue chiffon orange powder	116598	Customer#000024371	Supplier#000006599
1137987	khaki navy peach pink smoke	178729	Customer#000068609	Supplier#000008730
1137987	midnight drab tan blue chartreuse	121583	Customer#000068609	Supplier#000006608
1310209	cream cyan violet turquoise yellow	179999	Customer#000019063	Supplier#000010000
1356130	orchid maroon rose coral cornflower	190712	Customer#000036490	Supplier#000003232
1356130	orchid firebrick lace pale hot	63636	Customer#000036490	Supplier#000006143
5610209	cyan blush almond hot white	123873	Customer#000117496	Supplier#000001410
5610209	peru pale hot mint powder	189927	Customer#000117496	Supplier#000009928
