count(distinct l_linenumber)
7
sum(distinct l_linenumber)	avg(distinct l_linenumber)	count(distinct l_linenumber)
88035	5560	0.08
88038	8039	0.06
88088	5613	0.07
88097	5622	0.03
88113	5638	0.07
88158	3175	0.05
88169	5694	0.08
88202	3219	0.03
88202	8203	0.02
88233	742	0.02
88264	3281	0.05
88279	3296	0.02
88280	5805	0.04
88288	3305	0.04
88317	8318	0.08
88355	5880	0.00
88355	8356	0.06
88362	871	0.07
88366	875	0.07
88366	5891	0.01
88383	3400	0.05
88392	901	0.04
88403	912	0.04
88403	3420	0.03
88439	948	0.00
88449	5974	0.08
88455	3472	0.07
88531	6056	0.01
88534	3551	0.06
88560	3577	0.07
88564	6089	0.02
88608	3625	0.07
88617	6142	0.00
88674	1183	0.01
88695	6220	0.06
88760	6285	0.00
88766	8767	0.07
88810	1319	0.04
88876	8877	0.08
88914	3931	0.00
88921	6446	0.04
88950	3967	0.03
88968	3985	0.00
88972	3989	0.03
88976	8977	0.03
88999	6524	0.05
89005	6530	0.05
89018	9019	0.05
89040	4057	0.05
89068	9069	0.03
89071	6596	0.01
89088	1597	0.01
89126	4143	0.07
89127	4144	0.04
89153	4170	0.07
89165	4182	0.04
89173	4190	0.01
89185	6710	0.03
89208	6733	0.05
89216	4233	0.00
89226	9227	0.05
89245	9246	0.05
89249	9250	0.01
89264	1773	0.06
89266	6791	0.00
89308	9309	0.05
89315	9316	0.03
89318	1827	0.00
89342	6867	0.07
89345	6870	0.04
89347	4364	0.07
89349	9350	0.05
89353	6878	0.03
89369	1878	0.03
89414	1923	0.06
89453	9454	0.05
89456	9457	0.08
89460	6985	0.01
89506	4523	0.04
89509	2018	0.01
89514	9515	0.03
89515	4532	0.00
89534	7059	0.08
89541	2050	0.05
89569	9570	0.06
89590	7115	0.03
89591	9592	0.07
89595	9596	0.03
89625	9626	0.00
89634	9635	0.04
89682	2191	0.08
89697	9698	0.08
89703	7228	0.02
89717	7242	0.06
89740	4757	0.06
89746	2255	0.03
89757	4774	0.02
89767	9768	0.04
89771	4788	0.06
89787	7312	0.08
89814	7339	0.04
89831	7356	0.00
89855	7380	0.01
89862	4879	0.03
89887	2396	0.08
89895	4912	0.00
89966	2475	0.07
89968	4985	0.01
89985	2494	0.08
89989	9990	0.00
89996	2505	0.01
90016	7544	0.01
90018	5037	0.02
90027	7555	0.06
90030	7558	0.05
90061	7589	0.00
90069	2579	0.06
90075	2585	0.02
90108	2618	0.08
90110	2620	0.06
90120	2630	0.01
90135	7663	0.08
90140	141	0.08
90140	7668	0.00
90163	2673	0.06
90182	2692	0.06
90185	2695	0.01
90268	2778	0.07
90271	272	0.00
90335	2845	0.03
90366	5385	0.02
90396	5415	0.01
90399	5418	0.03
90439	5458	0.07
90450	5469	0.04
90453	454	0.01
90456	7984	0.07
90469	470	0.05
90479	5498	0.04
90507	5526	0.07
90543	5562	0.05
90549	3059	0.07
90550	5569	0.06
90560	8088	0.03
90575	3085	0.06
90636	8164	0.03
90692	8220	0.01
90740	741	0.05
90823	8351	0.07
90832	833	0.07
90832	5851	0.08
90840	8368	0.06
90855	3365	0.05
90884	8412	0.06
90891	3401	0.04
90920	921	0.03
90961	8489	0.03
90990	6009	0.02
91028	8556	0.00
91050	3560	0.05
91052	6071	0.02
91060	6079	0.05
91081	3591	0.06
91085	6104	0.05
91100	6119	0.02
91102	6121	0.03
91123	6142	0.05
91126	1127	0.00
91171	1172	0.04
91176	8704	0.06
91183	1184	0.01
91193	3703	0.01
91211	8739	0.03
91264	6283	0.08
91296	3806	0.08
91309	3819	0.04
91316	3826	0.01
91328	8856	0.03
91344	8872	0.03
91347	8875	0.00
91355	3865	0.05
91357	1358	0.03
91360	8888	0.05
91384	3894	0.07
91392	1393	0.02
91404	3914	0.00
91430	8958	0.05
91455	8983	0.08
91477	9005	0.07
91481	1482	0.05
91553	9081	0.05
91580	9108	0.02
91590	9118	0.06
91614	9142	0.01
91615	6634	0.04
91684	1685	0.06
91710	1711	0.07
91840	4350	0.04
91864	4374	0.07
91867	6886	0.05
91896	1897	0.06
91939	6958	0.04
91944	4454	0.02
91955	1956	0.07
91963	9491	0.01
91964	6983	0.02
92001	2002	0.04
92018	7037	0.03
92039	2040	0.05
92050	7069	0.06
92053	7072	0.06
92070	7089	0.04
92106	4616	0.00
92123	7142	0.08
92138	2139	0.07
92165	4675	0.04
92173	9701	0.02
92220	9748	0.06
92269	2270	0.06
92298	4808	0.05
92329	4839	0.04
92330	9858	0.06
92397	9925	0.08
92407	4917	0.05
92417	4927	0.05
92446	9974	0.05
92453	9981	0.04
92464	7483	0.03
92506	7525	0.07
92527	5037	0.08
92550	5060	0.00
92559	87	0.01
92572	100	0.05
92611	139	0.04
92622	150	0.02
92629	5139	0.01
92630	2631	0.01
92638	5148	0.06
92664	192	0.03
92682	210	0.03
92688	2689	0.06
92745	273	0.02
92784	312	0.03
92791	319	0.08
92814	342	0.08
92846	2847	0.03
92853	7872	0.08
92862	5372	0.04
92862	7881	0.07
92865	7884	0.01
92887	2888	0.08
92969	7988	0.02
92995	523	0.02
92997	525	0.02
93026	8045	0.04
93072	5582	0.05
93081	3082	0.00
93083	3084	0.04
93149	8168	0.05
93176	3177	0.07
93183	5693	0.04
93188	8207	0.06
93195	3196	0.06
93195	8214	0.01
93241	769	0.07
93293	3294	0.06
93343	5853	0.03
93359	5869	0.01
93370	3371	0.05
93386	8405	0.03
93387	915	0.07
93393	5903	0.06
93393	8412	0.07
93415	943	0.04
93430	8449	0.05
93431	3432	0.02
93436	5946	0.00
93452	8471	0.02
93515	3516	0.00
93521	3522	0.05
93522	8541	0.04
93525	1053	0.08
93563	6073	0.05
93613	6123	0.08
93625	8644	0.06
93627	1155	0.05
93631	1159	0.00
93698	8717	0.04
93699	6209	0.04
93723	3724	0.07
93767	8786	0.04
93773	1301	0.02
93788	8807	0.06
93815	6325	0.01
93847	1375	0.07
93857	8876	0.07
93878	6388	0.05
93919	8938	0.03
93949	3950	0.00
94005	1533	0.05
94014	6524	0.04
94060	6570	0.04
94066	6576	0.08
94137	9156	0.06
94138	9157	0.04
94153	4154	0.06
94173	9192	0.02
94177	4178	0.02
94195	4196	0.01
94261	6771	0.00
94270	4271	0.03
94285	6795	0.06
94288	6798	0.02
94296	6806	0.01
94311	6821	0.06
94318	6828	0.07
94334	6844	0.07
94336	4337	0.03
94365	6875	0.07
94368	6878	0.05
94433	4434	0.06
94490	9509	0.07
94493	7003	0.05
94552	2080	0.07
94556	9575	0.03
94575	9594	0.03
94586	4587	0.02
94616	9635	0.02
94646	2174	0.07
94646	4647	0.04
94647	9666	0.07
94648	2176	0.08
94702	4703	0.04
94728	2256	0.01
94737	4738	0.06
94739	9758	0.01
94745	2273	0.05
94751	4752	0.04
94765	9784	0.07
94777	7287	0.00
94779	2307	0.10
94780	9799	0.07
94785	7295	0.07
94795	2323	0.04
94813	9832	0.00
94816	7326	0.08
94823	9842	0.05
94852	2380	0.06
94870	4871	0.01
94886	4887	0.07
94891	2419	0.03
94903	7413	0.04
94937	2465	0.01
94941	9960	0.01
94943	9962	0.05
94988	7498	0.04
95002	7512	0.04
95042	61	0.02
95106	7616	0.07
95111	2639	0.00
95116	5117	0.00
95136	7646	0.07
95182	201	0.06
95192	5193	0.07
95218	5219	0.08
95286	305	0.05
95297	5298	0.08
95301	5302	0.03
95318	337	0.05
95338	2866	0.00
95346	2874	0.07
95354	2882	0.04
95355	374	0.07
95359	7869	0.05
95360	7870	0.04
95381	2909	0.04
95389	7899	0.04
95392	5393	0.05
95395	7905	0.05
95402	421	0.03
95414	433	0.03
95432	451	0.01
95490	509	0.00
95500	8010	0.01
95501	8011	0.03
95509	8019	0.03
95557	5558	0.06
95583	602	0.06
95661	3189	0.03
95677	5678	0.08
95682	3210	0.06
95696	5697	0.05
95727	8237	0.07
95730	5731	0.04
95738	8248	0.03
95741	5742	0.08
95742	761	0.06
95748	5749	0.01
95761	8271	0.03
95762	3290	0.04
95767	786	0.07
95783	5784	0.07
95795	3323	0.01
95827	8337	0.06
95896	5897	0.08
95897	5898	0.03
95911	5912	0.01
95963	5964	0.02
96020	3548	0.00
96030	3558	0.00
96052	3580	0.00
96074	1093	0.01
96078	8588	0.03
96089	8599	0.05
96095	3623	0.08
96103	3631	0.04
96114	3642	0.00
96154	8664	0.00
96155	8665	0.07
96223	3751	0.05
96236	8746	0.02
96286	8796	0.04
96292	3820	0.03
96319	1338	0.08
96343	8853	0.00
96349	8859	0.01
96360	8870	0.00
96369	3897	0.02
96381	6382	0.04
96390	6391	0.01
96392	1411	0.02
96392	6393	0.03
96404	3932	0.05
96426	3954	0.03
96432	8942	0.04
96438	1457	0.06
96443	1462	0.03
96449	8959	0.08
96474	6475	0.08
96498	1517	0.03
96503	6504	0.04
96514	1533	0.05
96537	6538	0.05
96557	1576	0.08
96578	9088	0.01
96595	1614	0.07
96610	4138	0.02
96625	4153	0.03
96638	9148	0.01
96645	9155	0.01
96652	1671	0.06
96673	1692	0.04
96693	4221	0.08
96715	6716	0.07
96761	6762	0.05
96768	6769	0.06
96790	6791	0.03
96798	4326	0.01
96806	4334	0.02
96814	6815	0.03
96871	9381	0.08
96893	1912	0.07
96895	1914	0.03
96908	1927	0.07
96909	9419	0.00
96917	4445	0.04
96931	4459	0.05
96937	6938	0.05
96938	6939	0.01
96989	9499	0.06
97005	9515	0.07
97017	2036	0.00
97021	4549	0.06
97026	9536	0.05
97066	2085	0.04
97077	9587	0.03
97079	9589	0.01
97112	4640	0.08
97119	2138	0.05
97166	4694	0.04
97171	2190	0.04
97188	4716	0.07
97258	2277	0.02
97261	4789	0.05
97264	2283	0.05
97299	2318	0.06
97412	9922	0.05
97431	9941	0.03
97451	7452	0.04
97451	9961	0.05
97460	9970	0.05
97465	4993	0.04
97483	5011	0.02
97483	9993	0.06
97498	5026	0.08
97523	5051	0.08
97542	2561	0.01
97544	2563	0.04
97572	5100	0.06
97604	2623	0.02
97630	7631	0.00
97643	153	0.06
97645	7646	0.03
97646	156	0.00
97701	5229	0.04
97724	5252	0.06
97727	7728	0.00
97812	5340	0.02
97823	2842	0.00
97851	5379	0.04
97864	2883	0.04
97880	2899	0.04
97914	7915	0.05
97924	2943	0.02
97926	436	0.03
97930	440	0.07
97941	2960	0.02
97942	7943	0.02
97963	7964	0.00
98016	5544	0.01
98071	3090	0.08
98093	5621	0.07
98095	5623	0.04
98120	3139	0.05
98183	8184	0.03
98186	696	0.07
98237	5765	0.00
98266	776	0.00
98339	3358	0.02
98376	8377	0.06
98378	3397	0.03
98436	5964	0.05
98492	1002	0.07
98494	1004	0.04
98517	8518	0.02
98533	8534	0.02
98536	1046	0.03
98542	3561	0.03
98560	6088	0.07
98579	6107	0.04
98588	6116	0.06
98598	1108	0.01
98732	3751	0.05
98738	3757	0.00
98771	8772	0.06
98778	6306	0.02
98779	8780	0.08
98816	6344	0.03
98819	8820	0.10
98833	8834	0.02
98868	1378	0.03
98892	3911	0.04
98943	3962	0.06
98974	8975	0.01
99010	9011	0.07
99049	4068	0.06
99051	4070	0.04
99060	1570	0.00
99103	4122	0.02
99126	4145	0.06
99142	9143	0.08
99163	9164	0.05
99165	6693	0.08
99175	1685	0.02
99183	4202	0.02
99183	6711	0.00
99192	1702	0.00
99229	6757	0.01
99249	9250	0.04
99269	6797	0.05
99314	4333	0.08
99317	9318	0.04
99323	1833	0.05
99331	9332	0.00
99354	4373	0.04
99355	4374	0.08
99357	9358	0.02
99360	4379	0.03
99368	9369	0.00
99403	9404	0.03
99455	4474	0.07
99460	9461	0.06
99466	4485	0.00
99468	9469	0.04
99477	1987	0.02
99477	7005	0.06
99490	9491	0.02
99495	7023	0.03
99528	2038	0.00
99552	7080	0.07
99555	7083	0.04
99556	4575	0.07
99604	2114	0.08
99627	4646	0.07
99635	2145	0.02
99652	2162	0.03
99667	2177	0.07
99669	9670	0.03
99690	9691	0.03
99695	7223	0.03
99735	2245	0.04
99736	4755	0.02
99743	4762	0.04
99757	7285	0.04
99780	7308	0.06
99796	7324	0.06
99840	7368	0.06
99842	7370	0.07
99849	4868	0.07
99882	4901	0.08
99924	9925	0.06
99927	7455	0.03
99930	9931	0.08
99970	9971	0.08
99974	2484	0.04
99978	2488	0.03
99988	5007	0.04
99989	7517	0.02
100006	2517	0.08
100044	45	0.05
100047	5068	0.04
100106	5127	0.02
100178	7709	0.03
100241	5262	0.04
100260	2771	0.03
100288	289	0.02
100313	2824	0.01
100330	2841	0.05
100371	5392	0.07
100445	446	0.02
100451	5472	0.07
100514	8045	0.06
100521	3032	0.02
100536	537	0.05
100562	3073	0.00
100579	580	0.01
100604	605	0.04
100605	5626	0.06
100625	626	0.04
100687	3198	0.00
100735	3246	0.08
100739	8270	0.08
100762	8293	0.08
100774	775	0.07
100784	3295	0.00
100807	3318	0.08
100815	3326	0.02
100820	5841	0.08
100832	5853	0.04
100842	3353	0.03
100850	8381	0.03
100851	8382	0.06
100867	3378	0.00
100885	5906	0.03
100894	895	0.01
100901	3412	0.06
100912	8443	0.01
100914	5935	0.06
100935	936	0.02
100961	962	0.07
100992	993	0.08
101013	1014	0.06
101014	8545	0.08
101022	1023	0.02
101036	1037	0.01
101056	6077	0.04
101058	3569	0.07
101066	6087	0.03
101125	6146	0.07
101171	1172	0.01
101182	6203	0.08
101208	1209	0.08
101239	1240	0.08
101252	1253	0.00
101289	6310	0.04
101296	6317	0.02
101309	1310	0.08
101312	3823	0.03
101316	1317	0.06
101323	3834	0.05
101331	6352	0.05
101356	1357	0.06
101362	8893	0.01
101366	3877	0.07
101388	6409	0.02
101398	6419	0.02
101408	3919	0.05
101427	8958	0.05
101439	6460	0.06
101459	1460	0.03
101464	3975	0.02
101478	9009	0.06
101507	6528	0.06
101534	4045	0.01
101537	6558	0.08
101548	4059	0.07
101553	4064	0.08
101569	9100	0.05
101609	4120	0.07
101625	1626	0.00
101639	4150	0.01
101706	4217	0.07
101711	1712	0.04
101743	4254	0.05
101746	4257	0.06
101749	9280	0.08
101751	6772	0.00
101773	1774	0.02
101818	1819	0.06
101840	4351	0.08
101842	1843	0.04
101924	1925	0.05
101926	6947	0.00
101941	6962	0.04
101952	1953	0.01
101955	9486	0.05
101965	6986	0.03
102003	2004	0.08
102019	7040	0.00
102029	4540	0.02
102050	9581	0.03
102057	7078	0.07
102064	4575	0.03
102080	9611	0.07
102109	4620	0.08
102115	9646	0.01
102120	9651	0.03
102134	4645	0.05
102166	7187	0.00
102192	7213	0.08
102206	4717	0.06
102267	7288	0.01
102332	4843	0.08
102339	2340	0.04
102348	9879	0.05
102366	7387	0.05
102385	9916	0.03
102402	7423	0.02
102405	4916	0.08
102419	4930	0.03
102440	4951	0.01
102464	7485	0.08
102466	9997	0.06
102488	19	0.03
102491	7512	0.01
102499	30	0.02
102501	7522	0.08
102519	7540	0.07
102531	62	0.07
102539	7560	0.07
102540	2541	0.08
102545	2546	0.06
102546	5057	0.02
102561	5072	0.06
102595	7616	0.01
102634	2635	0.07
102663	5174	0.08
102699	2700	0.05
102758	2759	0.05
102771	2772	0.02
102792	323	0.04
102810	341	0.01
102840	371	0.01
102859	7880	0.07
102949	5460	0.02
102954	5465	0.05
102965	5476	0.00
103011	542	0.02
103013	3014	0.02
103090	3091	0.06
103094	5605	0.05
103123	3124	0.03
103123	5634	0.07
103155	686	0.01
103164	3165	0.04
103204	3205	0.04
103212	8233	0.08
103245	776	0.01
103255	5766	0.06
103296	827	0.00
103310	8331	0.00
103332	863	0.07
103352	3353	0.00
103363	8384	0.02
103402	3403	0.07
103417	5928	0.08
103423	5934	0.00
103432	5943	0.02
103446	8467	0.03
103455	8476	0.03
103465	5976	0.01
103476	8497	0.07
103499	3500	0.02
103502	8523	0.08
103504	3505	0.00
103539	6050	0.01
103573	3574	0.02
103580	6091	0.03
103663	8684	0.05
103671	1202	0.06
103678	3679	0.03
103709	8730	0.03
103730	1261	0.04
103771	8792	0.02
103863	3864	0.00
103900	6411	0.00
103906	3907	0.03
103981	1512	0.01
103994	3995	0.02
104014	6525	0.02
104022	1553	0.06
104050	4051	0.01
104071	4072	0.07
104114	1645	0.00
104133	4134	0.04
104138	9159	0.01
104156	9177	0.02
104162	9183	0.06
104178	4179	0.08
104180	9201	0.06
104202	6713	0.00
104266	4267	0.05
104305	6816	0.03
104337	1868	0.08
104356	1887	0.05
104359	9380	0.02
104383	6894	0.02
104399	9420	0.07
104405	1936	0.01
104411	6922	0.09
104454	4455	0.08
104491	9512	0.02
104492	7003	0.03
104521	2052	0.04
104536	9557	0.05
104545	4546	0.01
104549	7060	0.00
104572	2103	0.05
104611	9632	0.03
104617	9638	0.07
104652	9673	0.06
104675	7186	0.03
104696	7207	0.00
104713	2244	0.02
104722	4723	0.00
104731	4732	0.04
104735	9756	0.02
104752	2283	0.07
104769	2300	0.01
104773	7284	0.06
104789	4790	0.06
104793	4794	0.04
104806	7317	0.07
104809	4810	0.00
104868	2399	0.01
104881	7392	0.00
104889	2420	0.02
104891	7402	0.02
104911	7422	0.04
104915	2446	0.06
104917	2448	0.03
104938	4939	0.01
104952	4953	0.02
104958	7469	0.08
104963	7474	0.01
104969	9990	0.05
104983	2514	0.04
104999	5000	0.04
105025	46	0.08
105027	7538	0.08
105039	2570	0.01
105052	73	0.00
105098	7609	0.06
105107	2638	0.06
105141	7652	0.03
105156	2687	0.02
105185	206	0.01
105195	2726	0.08
105198	219	0.07
105232	7743	0.08
105258	7769	0.02
105266	287	0.00
105267	5268	0.01
105274	5275	0.02
105311	7822	0.06
105325	346	0.01
105327	2858	0.02
105334	355	0.08
105341	362	0.00
105359	7870	0.03
105393	7904	0.00
105418	2949	0.06
105425	7936	0.03
105436	457	0.03
105449	2980	0.02
105488	3019	0.08
105500	8011	0.08
105529	550	0.04
105549	5550	0.04
105591	5592	0.08
105607	3138	0.06
105680	8191	0.08
105699	720	0.04
105725	746	0.00
105786	8297	0.03
105841	8352	0.05
105858	8369	0.00
105867	8378	0.03
105880	901	0.05
105889	3420	0.02
105900	921	0.02
105915	5916	0.01
105917	5918	0.04
105917	8428	0.01
105924	3455	0.08
105947	968	0.01
105955	5956	0.06
105958	3489	0.00
105961	982	0.04
105961	5962	0.04
106080	1101	0.03
106097	1118	0.06
106103	6104	0.06
106112	6113	0.02
106136	8647	0.00
106152	8663	0.06
106154	8665	0.04
106170	1191	0.05
106180	3711	0.05
106182	6183	0.02
106184	8695	0.05
106188	6189	0.03
106194	3725	0.07
106201	6202	0.08
106211	1232	0.04
106243	6244	0.05
106289	3820	0.02
106298	6299	0.02
106423	6424	0.05
106431	1452	0.06
106434	6435	0.02
106463	1484	0.01
106523	9034	0.06
106564	1585	0.03
106565	4096	0.01
106597	4128	0.02
106606	4137	0.06
106615	1636	0.04
106672	4203	0.01
106676	9187	0.08
106753	6754	0.03
106769	1790	0.08
106791	9302	0.03
106804	6805	0.07
106828	9339	0.01
106876	6877	0.02
106882	6883	0.08
106899	6900	0.03
106909	6910	0.06
106971	4502	0.08
106980	2001	0.07
106999	9510	0.00
107000	7001	0.03
107044	7045	0.00
107093	4624	0.08
107107	9618	0.04
107124	7125	0.02
107131	2152	0.06
107152	2173	0.02
107164	9675	0.02
107185	7186	0.08
107188	7189	0.00
107207	9718	0.05
107213	7214	0.03
107224	9735	0.05
107227	7228	0.04
107229	7230	0.08
107247	9758	0.03
107289	7290	0.07
107323	9834	0.05
107337	4868	0.02
107352	2373	0.03
107354	7355	0.04
107393	2414	0.04
107398	7399	0.05
107450	9961	0.05
107463	2484	0.03
107511	7512	0.06
107536	7537	0.06
107597	5128	0.05
107599	7600	0.06
107604	5135	0.07
107623	7624	0.08
107651	162	0.00
107676	5207	0.03
107704	7705	0.01
107714	225	0.05
107739	250	0.00
107767	5298	0.03
107784	5315	0.04
107824	335	0.08
107869	380	0.08
107883	394	0.04
107888	5419	0.03
107896	7897	0.07
107911	7912	0.01
107949	460	0.02
107967	5498	0.01
108001	5532	0.08
108003	514	0.08
108033	8034	0.00
108060	5591	0.03
108084	5615	0.08
108109	3130	0.01
108187	698	0.00
108202	8203	0.04
108205	8206	0.08
108228	739	0.07
108256	5787	0.04
108280	5811	0.07
108301	3322	0.05
108311	3332	0.01
108318	3339	0.04
108338	849	0.02
108343	3364	0.07
108348	859	0.03
108364	8365	0.06
108386	897	0.00
108408	5939	0.06
108431	3452	0.05
108463	3484	0.01
108479	6010	0.05
108483	8484	0.07
108491	1002	0.00
108560	3581	0.07
108570	8571	0.04
108573	6104	0.02
108580	1091	0.03
108587	3608	0.11
108595	3616	0.01
108606	8607	0.03
108609	1120	0.08
108626	8627	0.07
108666	3687	0.01
108682	1193	0.02
108686	1197	0.08
108692	3713	0.08
108731	1242	0.06
108780	3801	0.08
108787	1298	0.07
108790	1301	0.08
108800	8801	0.02
108837	1348	0.06
108858	8859	0.08
108869	8870	0.06
108881	1392	0.05
108889	1400	0.07
108896	8897	0.04
108903	3924	0.05
108935	3956	0.05
108938	1449	0.02
108966	8967	0.05
108973	1484	0.03
108975	6506	0.05
108989	1500	0.04
108997	8998	0.02
109004	1515	0.03
109006	1517	0.02
109032	4053	0.04
109048	4069	0.01
109059	4080	0.00
109068	1579	0.08
109068	9069	0.08
109101	9102	0.06
109126	4147	0.03
109134	6665	0.06
109147	4168	0.03
109150	4171	0.05
109160	9161	0.06
109216	1727	0.08
109219	9220	0.07
109234	4255	0.01
109236	9237	0.06
109246	1757	0.04
109249	6780	0.06
109267	6798	0.08
109271	6802	0.00
109282	9283	0.04
109283	6814	0.01
109303	4324	0.03
109348	6879	0.03
109380	9381	0.06
109388	9389	0.01
109415	6946	0.05
109433	1944	0.04
109472	4493	0.06
109481	7012	0.02
109484	9485	0.03
109485	4506	0.06
109529	9530	0.04
109559	2070	0.08
109561	7092	0.02
109605	7136	0.05
109605	9606	0.01
109626	9627	0.07
109706	4727	0.04
109718	9719	0.04
109743	7274	0.00
109744	7275	0.04
109765	4786	0.05
109783	7314	0.02
109784	7315	0.01
109815	7346	0.06
109830	4851	0.07
109889	4910	0.02
109899	9900	0.00
109963	9964	0.05
110002	5025	0.03
110095	5118	0.08
110096	97	0.04
110107	108	0.02
110121	5144	0.06
110132	2644	0.03
110141	142	0.07
110148	2660	0.04
110162	7696	0.00
110165	5188	0.02
110212	7746	0.07
110219	220	0.05
110225	5248	0.06
110243	5266	0.04
110249	2761	0.02
110252	5275	0.01
110295	296	0.00
110347	348	0.03
110352	7886	0.01
110389	390	0.07
110391	7925	0.02
110400	5423	0.06
110443	2955	0.05
110444	2956	0.01
110495	5518	0.04
110509	510	0.00
110510	5533	0.03
110527	5550	0.08
110535	536	0.04
110576	3088	0.03
110722	8256	0.04
110728	3240	0.08
110761	8295	0.02
110762	763	0.07
110775	3287	0.01
110778	5801	0.06
110792	5815	0.07
110812	813	0.04
110831	832	0.01
110850	5873	0.02
110854	5877	0.07
110869	8403	0.00
110885	5908	0.08
110905	906	0.06
110937	938	0.00
110962	3474	0.01
110991	3503	0.04
110994	6017	0.09
111009	3521	0.03
111087	8621	0.04
111120	8654	0.02
111191	6214	0.08
111196	6219	0.00
111214	8748	0.02
111220	1221	0.00
111310	3822	0.08
111316	1317	0.03
111350	8884	0.04
111405	1406	0.07
111406	1407	0.03
111455	3967	0.02
111463	1464	0.05
111534	4046	0.08
111540	9074	0.08
111547	1548	0.06
111555	4067	0.07
111561	6584	0.04
111595	1596	0.01
111610	6633	0.06
111623	4135	0.08
111635	6658	0.06
111646	6669	0.08
111676	9210	0.03
111704	6727	0.08
111724	1725	0.06
111779	9313	0.06
111784	4296	0.02
111789	1790	0.00
111798	9332	0.03
111800	9334	0.05
111833	4345	0.05
111872	9406	0.07
111876	6899	0.05
111886	1887	0.05
111909	4421	0.07
111936	4448	0.01
111956	6979	0.01
111966	1967	0.00
112010	4522	0.08
112024	2025	0.08
112029	4541	0.01
112061	4573	0.06
112073	9607	0.08
112077	4589	0.00
112082	9616	0.07
112089	4601	0.07
112099	2100	0.04
112141	4653	0.06
112141	9675	0.02
112147	9681	0.06
112165	2166	0.07
112177	7200	0.00
112191	9725	0.05
112212	7235	0.04
112221	2222	0.08
112222	4734	0.06
112230	2231	0.07
112231	2232	0.05
112240	7263	0.07
112285	4797	0.00
112294	9828	0.01
112314	2315	0.05
112318	2319	0.05
112383	4895	0.08
112406	4918	0.08
112413	7436	0.04
112414	7437	0.02
112418	2419	0.03
112446	4958	0.04
112460	7483	0.05
112469	3	0.06
112470	4	0.03
112475	7498	0.08
112585	5097	0.08
112591	5103	0.08
112612	5124	0.08
112620	154	0.06
112645	179	0.05
112674	7697	0.06
112716	5228	0.04
112752	7775	0.03
112777	5289	0.01
112841	2842	0.01
112842	5354	0.06
112844	7867	0.02
112846	7869	0.00
112873	2874	0.05
112934	7957	0.08
112942	2943	0.04
112953	2954	0.07
112955	7978	0.06
112967	7990	0.02
112977	5489	0.08
113018	8041	0.00
113046	8069	0.04
113062	3063	0.03
113063	5575	0.03
113117	3118	0.04
113136	3137	0.05
113143	3144	0.03
113154	3155	0.00
113204	738	0.00
113214	5726	0.07
113221	755	0.01
113241	3242	0.01
113246	8269	0.05
113292	826	0.00
113312	846	0.07
113340	8363	0.07
113359	8382	0.06
113381	3382	0.03
113426	8449	0.05
113429	5941	0.03
113466	3467	0.07
113501	8524	0.05
113541	3542	0.06
113555	8578	0.02
113575	3576	0.07
113580	6092	0.01
113628	8651	0.06
113634	1168	0.01
113646	6158	0.06
113663	8686	0.05
113665	1199	0.06
113678	8701	0.02
113682	1216	0.06
113714	1248	0.06
113748	1282	0.03
113767	8790	0.02
113771	1305	0.03
113791	3792	0.01
113793	3794	0.04
113796	6308	0.03
113799	1333	0.01
113892	6404	0.03
113893	1427	0.02
113898	6410	0.06
113918	6430	0.05
113959	8982	0.07
113975	6487	0.05
114005	6517	0.05
114007	9030	0.05
114036	4037	0.01
114037	6549	0.08
114073	9096	0.07
114077	1611	0.04
114082	4083	0.00
114100	9123	0.08
114118	4119	0.02
114166	6678	0.07
114168	9191	0.03
114184	9207	0.05
114185	9208	0.06
114205	9228	0.00
114237	6749	0.03
114241	6753	0.03
114280	1814	0.08
114307	6819	0.02
114314	1848	0.03
114323	1857	0.07
114332	6844	0.03
114358	6870	0.06
114376	9399	0.02
114394	1928	0.06
114419	4420	0.04
114421	4422	0.00
114436	4437	0.03
114457	9480	0.02
114474	2008	0.00
114481	9504	0.01
114490	7002	0.01
114492	4493	0.06
114492	7004	0.01
114552	2086	0.01
114562	4563	0.00
114566	9589	0.08
114570	9593	0.05
114577	7089	0.08
114599	4600	0.05
114603	2137	0.02
114608	7120	0.03
114616	9639	0.02
114621	2155	0.04
114624	4625	0.04
114639	4640	0.03
114641	9664	0.07
114713	4714	0.08
114725	7237	0.03
114748	2282	0.04
114753	9776	0.03
114782	4783	0.02
114786	9809	0.02
114822	7334	0.06
114850	4851	0.06
114851	7363	0.01
114865	9888	0.05
114904	4905	0.08
114908	9931	0.03
114911	2445	0.08
114959	7471	0.04
114964	7476	0.04
115000	2534	0.02
115014	7526	0.08
115036	7548	0.08
115039	5040	0.06
115086	5087	0.04
115108	2642	0.05
115118	7630	0.08
115181	7693	0.02
115183	2717	0.05
115209	7721	0.07
115264	2798	0.01
115306	329	0.00
115317	2851	0.00
115362	5363	0.08
115378	401	0.04
115389	5390	0.06
115397	420	0.03
115401	424	0.08
115413	5414	0.03
115455	7967	0.06
115470	7982	0.06
115596	619	0.03
115596	8108	0.06
115598	5599	0.06
115622	8134	0.04
115635	3169	0.02
115669	5670	0.06
115677	5678	0.02
115704	3238	0.05
115739	8251	0.08
115800	8312	0.04
115811	834	0.02
115811	3345	0.05
115903	3437	0.00
115909	5910	0.05
115915	8427	0.00
115933	3467	0.01
115962	8474	0.02
115979	8491	0.07
