c0	c1	c2	c3	c4	c5	c0	c1	c2	c3	c4	c5	c0	c1	c2	c3	c4	c5	c0	c1	c2	c3	c4	c5	c0	c1	c2	c3	c4	c5
115	1012	2021	3032	4041	9051	217	1014	2024	3031	4041	972	311	1016	2021	3031	4041	9013	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	217	1014	2024	3031	4041	972	312	1016	2021	3031	4046	9023	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	217	1014	2024	3031	4041	972	312	1016	2021	3031	4046	9023	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	217	1014	2024	3031	4041	972	313	1016	2021	3036	4041	9033	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	217	1014	2024	3031	4041	972	313	1016	2021	3036	4041	9033	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	217	1014	2024	3031	4041	972	314	1016	2021	3036	4046	9043	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	217	1014	2024	3031	4041	972	314	1016	2021	3036	4046	9043	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	218	1014	2024	3034	4041	982	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	218	1014	2024	3034	4041	982	311	1016	2021	3031	4041	9013	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	218	1014	2024	3034	4041	982	312	1016	2021	3031	4046	9023	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	218	1014	2024	3034	4041	982	312	1016	2021	3031	4046	9023	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	218	1014	2024	3034	4041	982	313	1016	2021	3036	4041	9033	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	218	1014	2024	3034	4041	982	313	1016	2021	3036	4041	9033	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	218	1014	2024	3034	4041	982	314	1016	2021	3036	4046	9043	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	218	1014	2024	3034	4041	982	314	1016	2021	3036	4046	9043	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	213	1014	2021	3034	4041	9032	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	213	1014	2021	3034	4041	9032	311	1016	2021	3031	4041	9013	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	213	1014	2021	3034	4041	9032	312	1016	2021	3031	4046	9023	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	213	1014	2021	3034	4041	9032	312	1016	2021	3031	4046	9023	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	213	1014	2021	3034	4041	9032	313	1016	2021	3036	4041	9033	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	213	1014	2021	3034	4041	9032	313	1016	2021	3036	4041	9033	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	213	1014	2021	3034	4041	9032	314	1016	2021	3036	4046	9043	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	213	1014	2021	3034	4041	9032	314	1016	2021	3036	4046	9043	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	215	1014	2021	3034	4041	9052	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	215	1014	2021	3034	4041	9052	311	1016	2021	3031	4041	9013	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	215	1014	2021	3034	4041	9052	312	1016	2021	3031	4046	9023	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	215	1014	2021	3034	4041	9052	312	1016	2021	3031	4046	9023	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	215	1014	2021	3034	4041	9052	313	1016	2021	3036	4041	9033	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	215	1014	2021	3034	4041	9052	313	1016	2021	3036	4041	9033	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	215	1014	2021	3034	4041	9052	314	1016	2021	3036	4046	9043	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	215	1014	2021	3034	4041	9052	314	1016	2021	3036	4046	9043	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	216	1014	2021	3031	4041	9062	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	216	1014	2021	3031	4041	9062	311	1016	2021	3031	4041	9013	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	216	1014	2021	3031	4041	9062	312	1016	2021	3031	4046	9023	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	216	1014	2021	3031	4041	9062	312	1016	2021	3031	4046	9023	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	216	1014	2021	3031	4041	9062	313	1016	2021	3036	4041	9033	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	216	1014	2021	3031	4041	9062	313	1016	2021	3036	4041	9033	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	216	1014	2021	3031	4041	9062	314	1016	2021	3036	4046	9043	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	216	1014	2021	3031	4041	9062	314	1016	2021	3036	4046	9043	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	217	1014	2024	3031	4041	972	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	217	1014	2024	3031	4041	972	311	1016	2021	3031	4041	9013	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	217	1014	2024	3031	4041	972	312	1016	2021	3031	4046	9023	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	217	1014	2024	3031	4041	972	312	1016	2021	3031	4046	9023	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	217	1014	2024	3031	4041	972	313	1016	2021	3036	4041	9033	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	217	1014	2024	3031	4041	972	313	1016	2021	3036	4041	9033	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	217	1014	2024	3031	4041	972	314	1016	2021	3036	4046	9043	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	217	1014	2024	3031	4041	972	314	1016	2021	3036	4046	9043	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	218	1014	2024	3034	4041	982	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	218	1014	2024	3034	4041	982	311	1016	2021	3031	4041	9013	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	218	1014	2024	3034	4041	982	312	1016	2021	3031	4046	9023	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	218	1014	2024	3034	4041	982	312	1016	2021	3031	4046	9023	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	218	1014	2024	3034	4041	982	313	1016	2021	3036	4041	9033	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	218	1014	2024	3034	4041	982	313	1016	2021	3036	4041	9033	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	218	1014	2024	3034	4041	982	314	1016	2021	3036	4046	9043	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	218	1014	2024	3034	4041	982	314	1016	2021	3036	4046	9043	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
c0	c1	c2	c3	c4	c5	c0	c1	c2	c3	c4	c5	c0	c1	c2	c3	c4	c5	c0	c1	c2	c3	c4	c5	c0	c1	c2	c3	c4	c5
NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	8	28	38	48	58	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	41	101	208	308	408	904	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	42	108	201	308	408	904	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	43	108	208	301	408	904	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	411	1018	2028	3031	4048	9014	NULL	NULL	NULL	NULL	NULL	NULL
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	21	31	41	91	1	1	21	31	41	92	1	1	21	31	41	93	1	1	21	31	41	94	1	1	21	31	41	95
14	102	202	302	401	901	14	104	204	304	401	902	34	106	206	306	401	903	44	108	208	308	401	904	54	110	210	310	401	905
113	1012	2022	3032	4041	9031	213	1014	2021	3034	4041	9032	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
113	1012	2022	3032	4041	9031	213	1014	2021	3034	4041	9032	311	1016	2021	3031	4041	9013	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
113	1012	2022	3032	4041	9031	213	1014	2021	3034	4041	9032	313	1016	2021	3036	4041	9033	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
113	1012	2022	3032	4041	9031	213	1014	2021	3034	4041	9032	313	1016	2021	3036	4041	9033	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
113	1012	2022	3032	4041	9031	213	1014	2021	3034	4041	9032	316	1016	2026	3036	4041	9063	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
113	1012	2022	3032	4041	9031	213	1014	2021	3034	4041	9032	316	1016	2026	3036	4041	9063	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
113	1012	2022	3032	4041	9031	213	1014	2021	3034	4041	9032	317	1016	2026	3031	4041	973	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
113	1012	2022	3032	4041	9031	213	1014	2021	3034	4041	9032	317	1016	2026	3031	4041	973	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
113	1012	2022	3032	4041	9031	215	1014	2021	3034	4041	9052	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
113	1012	2022	3032	4041	9031	215	1014	2021	3034	4041	9052	311	1016	2021	3031	4041	9013	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
113	1012	2022	3032	4041	9031	215	1014	2021	3034	4041	9052	313	1016	2021	3036	4041	9033	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
113	1012	2022	3032	4041	9031	215	1014	2021	3034	4041	9052	313	1016	2021	3036	4041	9033	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
113	1012	2022	3032	4041	9031	215	1014	2021	3034	4041	9052	316	1016	2026	3036	4041	9063	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
113	1012	2022	3032	4041	9031	215	1014	2021	3034	4041	9052	316	1016	2026	3036	4041	9063	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
113	1012	2022	3032	4041	9031	215	1014	2021	3034	4041	9052	317	1016	2026	3031	4041	973	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
113	1012	2022	3032	4041	9031	215	1014	2021	3034	4041	9052	317	1016	2026	3031	4041	973	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
113	1012	2022	3032	4041	9031	216	1014	2021	3031	4041	9062	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
113	1012	2022	3032	4041	9031	216	1014	2021	3031	4041	9062	311	1016	2021	3031	4041	9013	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
113	1012	2022	3032	4041	9031	216	1014	2021	3031	4041	9062	313	1016	2021	3036	4041	9033	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
113	1012	2022	3032	4041	9031	216	1014	2021	3031	4041	9062	313	1016	2021	3036	4041	9033	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
113	1012	2022	3032	4041	9031	216	1014	2021	3031	4041	9062	316	1016	2026	3036	4041	9063	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
113	1012	2022	3032	4041	9031	216	1014	2021	3031	4041	9062	316	1016	2026	3036	4041	9063	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
113	1012	2022	3032	4041	9031	216	1014	2021	3031	4041	9062	317	1016	2026	3031	4041	973	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
113	1012	2022	3032	4041	9031	216	1014	2021	3031	4041	9062	317	1016	2026	3031	4041	973	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
113	1012	2022	3032	4041	9031	217	1014	2024	3031	4041	972	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
113	1012	2022	3032	4041	9031	217	1014	2024	3031	4041	972	311	1016	2021	3031	4041	9013	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
113	1012	2022	3032	4041	9031	217	1014	2024	3031	4041	972	313	1016	2021	3036	4041	9033	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
113	1012	2022	3032	4041	9031	217	1014	2024	3031	4041	972	313	1016	2021	3036	4041	9033	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
113	1012	2022	3032	4041	9031	217	1014	2024	3031	4041	972	316	1016	2026	3036	4041	9063	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
113	1012	2022	3032	4041	9031	217	1014	2024	3031	4041	972	316	1016	2026	3036	4041	9063	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
113	1012	2022	3032	4041	9031	217	1014	2024	3031	4041	972	317	1016	2026	3031	4041	973	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
113	1012	2022	3032	4041	9031	217	1014	2024	3031	4041	972	317	1016	2026	3031	4041	973	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
113	1012	2022	3032	4041	9031	218	1014	2024	3034	4041	982	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
113	1012	2022	3032	4041	9031	218	1014	2024	3034	4041	982	311	1016	2021	3031	4041	9013	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
113	1012	2022	3032	4041	9031	218	1014	2024	3034	4041	982	313	1016	2021	3036	4041	9033	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
113	1012	2022	3032	4041	9031	218	1014	2024	3034	4041	982	313	1016	2021	3036	4041	9033	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
113	1012	2022	3032	4041	9031	218	1014	2024	3034	4041	982	316	1016	2026	3036	4041	9063	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
113	1012	2022	3032	4041	9031	218	1014	2024	3034	4041	982	316	1016	2026	3036	4041	9063	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
113	1012	2022	3032	4041	9031	218	1014	2024	3034	4041	982	317	1016	2026	3031	4041	973	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
113	1012	2022	3032	4041	9031	218	1014	2024	3034	4041	982	317	1016	2026	3031	4041	973	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	213	1014	2021	3034	4041	9032	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	213	1014	2021	3034	4041	9032	311	1016	2021	3031	4041	9013	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	213	1014	2021	3034	4041	9032	313	1016	2021	3036	4041	9033	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	213	1014	2021	3034	4041	9032	313	1016	2021	3036	4041	9033	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	213	1014	2021	3034	4041	9032	316	1016	2026	3036	4041	9063	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	213	1014	2021	3034	4041	9032	316	1016	2026	3036	4041	9063	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	213	1014	2021	3034	4041	9032	317	1016	2026	3031	4041	973	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	213	1014	2021	3034	4041	9032	317	1016	2026	3031	4041	973	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	215	1014	2021	3034	4041	9052	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	215	1014	2021	3034	4041	9052	311	1016	2021	3031	4041	9013	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	215	1014	2021	3034	4041	9052	313	1016	2021	3036	4041	9033	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	215	1014	2021	3034	4041	9052	313	1016	2021	3036	4041	9033	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	215	1014	2021	3034	4041	9052	316	1016	2026	3036	4041	9063	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	215	1014	2021	3034	4041	9052	316	1016	2026	3036	4041	9063	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	215	1014	2021	3034	4041	9052	317	1016	2026	3031	4041	973	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	215	1014	2021	3034	4041	9052	317	1016	2026	3031	4041	973	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	216	1014	2021	3031	4041	9062	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	216	1014	2021	3031	4041	9062	311	1016	2021	3031	4041	9013	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	216	1014	2021	3031	4041	9062	313	1016	2021	3036	4041	9033	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	216	1014	2021	3031	4041	9062	313	1016	2021	3036	4041	9033	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	216	1014	2021	3031	4041	9062	316	1016	2026	3036	4041	9063	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	216	1014	2021	3031	4041	9062	316	1016	2026	3036	4041	9063	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	216	1014	2021	3031	4041	9062	317	1016	2026	3031	4041	973	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	216	1014	2021	3031	4041	9062	317	1016	2026	3031	4041	973	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	217	1014	2024	3031	4041	972	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	217	1014	2024	3031	4041	972	311	1016	2021	3031	4041	9013	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	217	1014	2024	3031	4041	972	313	1016	2021	3036	4041	9033	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	217	1014	2024	3031	4041	972	313	1016	2021	3036	4041	9033	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	217	1014	2024	3031	4041	972	316	1016	2026	3036	4041	9063	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	217	1014	2024	3031	4041	972	316	1016	2026	3036	4041	9063	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	217	1014	2024	3031	4041	972	317	1016	2026	3031	4041	973	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	217	1014	2024	3031	4041	972	317	1016	2026	3031	4041	973	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	218	1014	2024	3034	4041	982	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	218	1014	2024	3034	4041	982	311	1016	2021	3031	4041	9013	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	218	1014	2024	3034	4041	982	313	1016	2021	3036	4041	9033	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	218	1014	2024	3034	4041	982	313	1016	2021	3036	4041	9033	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	218	1014	2024	3034	4041	982	316	1016	2026	3036	4041	9063	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	218	1014	2024	3034	4041	982	316	1016	2026	3036	4041	9063	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	218	1014	2024	3034	4041	982	317	1016	2026	3031	4041	973	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
115	1012	2021	3032	4041	9051	218	1014	2024	3034	4041	982	317	1016	2026	3031	4041	973	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
116	1012	2022	3031	4041	9061	213	1014	2021	3034	4041	9032	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
116	1012	2022	3031	4041	9061	213	1014	2021	3034	4041	9032	311	1016	2021	3031	4041	9013	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
116	1012	2022	3031	4041	9061	213	1014	2021	3034	4041	9032	313	1016	2021	3036	4041	9033	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
116	1012	2022	3031	4041	9061	213	1014	2021	3034	4041	9032	313	1016	2021	3036	4041	9033	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
116	1012	2022	3031	4041	9061	213	1014	2021	3034	4041	9032	316	1016	2026	3036	4041	9063	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
116	1012	2022	3031	4041	9061	213	1014	2021	3034	4041	9032	316	1016	2026	3036	4041	9063	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
116	1012	2022	3031	4041	9061	213	1014	2021	3034	4041	9032	317	1016	2026	3031	4041	973	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
116	1012	2022	3031	4041	9061	213	1014	2021	3034	4041	9032	317	1016	2026	3031	4041	973	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
116	1012	2022	3031	4041	9061	215	1014	2021	3034	4041	9052	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
116	1012	2022	3031	4041	9061	215	1014	2021	3034	4041	9052	311	1016	2021	3031	4041	9013	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
116	1012	2022	3031	4041	9061	215	1014	2021	3034	4041	9052	313	1016	2021	3036	4041	9033	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
116	1012	2022	3031	4041	9061	215	1014	2021	3034	4041	9052	313	1016	2021	3036	4041	9033	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
116	1012	2022	3031	4041	9061	215	1014	2021	3034	4041	9052	316	1016	2026	3036	4041	9063	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
116	1012	2022	3031	4041	9061	215	1014	2021	3034	4041	9052	316	1016	2026	3036	4041	9063	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
116	1012	2022	3031	4041	9061	215	1014	2021	3034	4041	9052	317	1016	2026	3031	4041	973	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
116	1012	2022	3031	4041	9061	215	1014	2021	3034	4041	9052	317	1016	2026	3031	4041	973	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
116	1012	2022	3031	4041	9061	216	1014	2021	3031	4041	9062	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
116	1012	2022	3031	4041	9061	216	1014	2021	3031	4041	9062	311	1016	2021	3031	4041	9013	413	1018	2028	3038	4041	9034	511	1010	2020	3030	4041	9015
116	1012	2022	3031	4041	9061	216	1014	2021	3031	4041	9062	313	1016	2021	3036	4041	9033	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
